customer_id,segment,monthly_spend,support_calls,converted
C00877,plus,40.1686,0,0
C00878,basic,31.7426,1,1
C00879,basic,38.9669,2,0
C00880,basic,9.646,1,0
C00881,basic,18.1109,4,0
C00882,basic,17.8182,2,0
C00883,plus,23.7113,0,0
C00884,basic,29.1048,2,0
C00885,basic,9.2228,0,0
C00886,basic,19.1504,2,1
C00887,plus,64.5114,1,0
C00888,basic,24.2866,0,0
C00889,basic,47.6799,0,0
C00890,basic,36.4954,0,0
C00891,premium,81.6266,0,1
C00892,basic,22.8048,1,0
C00893,plus,18.8943,0,0
C00894,premium,29.5736,1,0
C00895,premium,82.4286,6,0
C00896,plus,62.251,1,1
C00897,basic,10.7687,3,0
C00898,basic,75.3143,2,0
C00899,basic,53.1381,1,0
C00900,basic,14.2147,2,0
C00901,plus,31.0859,1,0
C00902,basic,24.5155,0,0
C00903,premium,18.1857,0,1
C00904,premium,29.0453,0,0
C00905,basic,30.3477,0,0
C00906,basic,33.1183,1,1
C00907,basic,15.0666,0,0
C00908,basic,29.5542,2,0
C00909,basic,19.0963,0,0
C00910,premium,33.2315,3,0
C00911,plus,29.7818,1,0
C00912,basic,14.3336,0,0
C00913,basic,52.2797,0,0
C00914,plus,12.3053,0,0
C00915,basic,22.8143,0,0
C00916,basic,34.7219,0,0
C00917,plus,58.1221,2,0
C00918,plus,23.4992,1,0
C00919,basic,22.2362,1,0
C00920,plus,82.9435,2,1
C00921,basic,25.4842,0,0
C00922,plus,29.6088,1,0
C00923,plus,136.9825,0,1
C00924,basic,23.5791,1,0
C00925,basic,31.9605,1,0
C00926,premium,41.0525,1,0
C00927,basic,15.0364,2,0
C00928,basic,33.1911,0,0
C00929,plus,13.3715,0,0
C00930,premium,137.2564,1,1
C00931,basic,22.4372,3,0
C00932,basic,49.42,0,0
C00933,basic,17.3255,0,0
C00934,plus,37.3855,0,0
C00935,basic,58.5072,1,0
C00936,basic,76.6252,1,1
C00937,plus,26.5801,1,0
C00938,premium,49.2611,1,1
C00939,plus,30.6716,2,0
C00940,premium,51.8465,2,1
C00941,plus,37.0487,2,0
C00942,basic,19.4882,1,0
C00943,basic,15.1615,2,0
C00944,basic,17.747,0,0
C00945,premium,41.9595,2,0
C00946,premium,54.1587,1,1
C00947,basic,29.5854,1,0
C00948,premium,33.9169,4,0
C00949,basic,38.4912,2,0
C00950,premium,33.4828,2,0
C00951,premium,75.587,3,0
C00952,basic,47.1981,2,0
C00953,basic,29.2044,1,0
C00954,plus,31.0119,2,1
C00955,plus,43.8175,0,0
C00956,basic,43.6834,2,0
C00957,basic,13.1629,1,0
C00958,basic,40.5641,1,0
C00959,basic,22.6745,1,0
C00960,basic,26.51,0,1
C00961,basic,38.8021,0,1
C00962,plus,54.5507,2,0
C00963,basic,16.8532,2,0
C00964,basic,16.5613,4,0
C00965,premium,30.7911,1,1
C00966,premium,47.0908,0,1
C00967,plus,47.7534,2,0
C00968,plus,20.5477,1,1
C00969,plus,57.6134,2,1
C00970,plus,18.745,1,0
C00971,basic,43.1558,0,0
C00972,basic,23.245,1,0
C00973,basic,24.869,0,0
C00974,premium,111.6133,1,1
C00975,plus,57.3724,0,0
C00976,basic,32.8958,1,0
C00977,plus,34.2369,0,0
C00978,premium,54.1953,2,0
C00979,basic,87.9197,1,0
C00980,basic,44.0886,1,0
C00981,plus,14.0479,1,0
C00982,basic,18.9421,1,0
C00983,plus,12.1273,1,0
C00984,basic,39.7873,0,1
C00985,premium,12.0507,1,0
C00986,basic,17.2032,1,0
C00987,basic,27.7733,0,0
C00988,plus,46.2762,0,0
C00989,premium,25.0695,1,0
C00990,plus,111.0236,1,1
C00991,basic,30.9712,1,0
C00992,premium,101.8279,1,1
C00993,plus,89.1217,2,1
C00994,basic,40.7072,0,0
C00995,basic,40.7371,0,0
C00996,basic,27.066,1,0
C00997,plus,8.6505,3,0
C00998,basic,31.6412,1,0
C00999,basic,37.4973,0,0
C01000,basic,96.002,0,0
C01001,basic,35.2753,0,0
C01002,basic,55.9409,1,0
C01003,basic,17.1605,0,1
C01004,basic,19.5872,4,0
C01005,plus,5.6878,1,0
C01006,basic,16.2324,0,1
C01007,basic,5.3413,1,0
C01008,basic,5.7407,0,1
C01009,premium,38.7318,1,1
C01010,plus,50.6691,1,1
C01011,premium,44.5906,3,1
C01012,basic,13.9196,0,0
C01013,premium,25.8102,0,0
C01014,basic,57.2232,0,0
C01015,premium,44.187,4,0
C01016,basic,10.6775,2,0
C01017,plus,62.0222,1,0
C01018,basic,26.9547,2,0
C01019,basic,65.6783,1,0
C01020,plus,24.8055,1,0
C01021,basic,19.9497,0,0
C01022,plus,11.9728,0,0
C01023,plus,13.1478,1,0
C01024,plus,32.0187,2,0
C01025,basic,86.4152,2,0
C01026,basic,97.5352,1,0
C01027,basic,68.0705,0,1
C01028,basic,12.2826,0,0
C01029,basic,20.2538,2,0
C01030,basic,8.494,0,1
C01031,basic,33.2058,1,0
C01032,basic,43.582,1,1
C01033,basic,18.1309,1,1
C01034,plus,19.4712,1,0
C01035,premium,80.7342,2,1
C01036,premium,12.0869,1,0
C01037,basic,22.4412,0,0
C01038,basic,39.5239,0,0
C01039,premium,18.2424,2,0
C01040,premium,34.9777,1,0
C01041,basic,28.2968,0,1
C01042,basic,10.3372,1,1
C01043,premium,199.071,0,1
C01044,premium,111.943,2,1
C01045,premium,43.7181,0,0
C01046,basic,10.4605,0,1
C01047,plus,47.1272,1,0
C01048,premium,68.4291,0,0
C01049,basic,17.9979,1,0
C01050,basic,35.2387,2,0
C01051,basic,73.8799,2,1
C01052,basic,14.2087,0,0
C01053,basic,65.7022,2,0
C01054,premium,72.8202,1,1
C01055,basic,25.6431,1,0
C01056,plus,25.2146,0,0
C01057,basic,77.8937,0,0
C01058,plus,13.4745,1,1
C01059,plus,53.9026,3,0
C01060,plus,89.4193,2,0
C01061,basic,26.8883,0,0
C01062,premium,32.2471,1,1
C01063,basic,19.1043,0,0
C01064,premium,15.9017,1,0
C01065,premium,75.753,1,1
C01066,plus,42.8522,4,0
C01067,premium,28.985,0,0
C01068,basic,15.7467,0,0
C01069,plus,31.8235,1,0
C01070,basic,13.7807,0,0
C01071,basic,79.1832,1,0
C01072,basic,50.0454,1,0
C01073,basic,19.7644,4,1
C01074,basic,20.6798,1,0
C01075,basic,117.4385,3,1
C01076,basic,84.4712,4,0
C01077,premium,41.6028,1,1
C01078,basic,56.6482,1,1
C01079,basic,13.7535,1,0
C01080,premium,24.5962,1,1
C01081,basic,23.4899,0,0
C01082,basic,40.0014,2,0
C01083,basic,17.1208,1,0
C01084,plus,13.8211,2,0
C01085,premium,29.6349,1,0
C01086,plus,9.6995,0,0
C01087,premium,41.7606,3,0
C01088,basic,14.4798,1,0
C01089,basic,12.8529,2,0
C01090,plus,25.1981,2,0
C01091,basic,39.2106,3,0
C01092,basic,21.997,0,0
C01093,basic,34.1632,0,0
C01094,basic,12.1307,1,0
C01095,plus,35.0204,3,0
C01096,basic,23.1199,0,0
C01097,premium,22.7428,4,0
C01098,plus,44.6838,2,0
C01099,basic,17.2737,1,0
C01100,basic,32.6877,0,0
C01101,basic,46.4457,2,0
C01102,basic,23.8019,0,0
C01103,basic,43.8293,1,0
C01104,basic,41.7701,0,0
C01105,basic,52.1074,1,1
C01106,basic,48.0799,1,0
C01107,premium,177.0232,0,1
C01108,basic,26.9087,0,0
C01109,premium,61.838,0,0
C01110,basic,58.7762,0,0
C01111,basic,86.718,0,0
C01112,basic,15.675,1,0
C01113,basic,28.0808,0,0
C01114,plus,19.9194,0,1
C01115,plus,47.4065,4,0
C01116,basic,12.3228,0,0
C01117,basic,48.4274,2,0
C01118,premium,38.3548,1,1
C01119,basic,47.6707,0,0
C01120,basic,26.2052,0,0
C01121,basic,37.9545,0,0
C01122,basic,10.3323,0,0
C01123,basic,8.5185,0,0
C01124,basic,24.2551,1,0
C01125,plus,31.803,2,0
C01126,basic,7.9014,2,0
C01127,plus,29.6269,3,0
C01128,basic,29.3063,3,0
C01129,basic,45.4992,2,0
C01130,basic,4.0616,0,0
C01131,plus,27.2418,0,0
C01132,plus,83.5409,1,0
C01133,basic,15.4228,2,0
C01134,basic,37.8667,1,1
C01135,premium,48.8443,2,0
C01136,basic,14.9549,1,0
C01137,basic,15.0503,0,0
C01138,basic,27.5609,1,0
C01139,basic,48.9702,0,0
C01140,plus,28.6502,4,0
C01141,basic,18.0481,0,0
C01142,basic,6.97,0,0
C01143,plus,40.4854,3,1
C01144,basic,52.7525,1,0
C01145,basic,5.955,0,0
C01146,premium,41.8421,2,0
C01147,plus,65.1221,1,0
C01148,basic,25.4225,3,0
C01149,plus,15.3339,1,1
C01150,basic,41.3383,1,1
C01151,plus,85.8278,0,0
C01152,plus,40.3348,0,1
C01153,premium,61.9241,2,1
C01154,basic,66.1181,4,0
C01155,basic,30.0535,0,0
C01156,plus,41.1116,0,0
C01157,basic,31.3186,2,1
C01158,basic,16.8013,1,0
C01159,premium,25.8257,2,0
C01160,basic,17.2505,3,0
C01161,plus,70.2246,1,0
C01162,premium,79.3787,2,1
C01163,plus,12.593,0,0
C01164,basic,52.3252,2,0
C01165,plus,21.9945,1,0
C01166,basic,75.6857,0,0
C01167,basic,32.4209,0,0
C01168,premium,90.4609,1,1
C01169,plus,51.5908,1,1
C01170,basic,36.7675,0,0
C01171,premium,82.122,0,0
C01172,plus,34.2061,0,1
C01173,basic,12.5621,1,1
C01174,plus,112.6025,2,1
C01175,basic,29.2316,0,0
C01176,basic,54.5958,3,0
C01177,basic,32.5475,1,0
C01178,basic,33.5697,0,0
C01179,basic,7.5147,2,0
C01180,premium,79.2784,1,1
C01181,plus,39.8935,3,0
C01182,basic,34.1028,2,0
C01183,basic,8.7878,1,0
C01184,plus,23.1582,0,0
C01185,plus,36.1837,2,1
C01186,basic,20.347,4,0
C01187,premium,43.7721,2,0
C01188,plus,96.7275,0,1
C01189,basic,48.0017,0,0
C01190,basic,13.7726,0,0
C01191,plus,44.6896,0,0
C01192,plus,94.8839,3,0
C01193,plus,33.8208,0,0
C01194,basic,47.0341,0,1
C01195,basic,39.1239,0,1
C01196,basic,24.4463,1,0
C01197,basic,128.213,2,1
C01198,basic,41.0391,0,0
C01199,plus,15.3511,0,0
C01200,basic,22.729,1,0
C01201,premium,43.256,4,0
C01202,basic,57.8732,2,1
C01203,premium,32.8836,0,1
C01204,premium,84.6608,3,1
C01205,plus,23.6008,2,0
C01206,plus,88.4858,1,0
C01207,basic,14.1179,2,0
C01208,basic,20.675,0,1
C01209,basic,7.5211,0,0
C01210,premium,83.0398,2,1
C01211,basic,163.1546,0,0
C01212,basic,18.8905,2,0
C01213,basic,15.8678,0,0
C01214,plus,119.5544,0,0
C01215,basic,86.0212,0,1
C01216,plus,39.7607,3,1
C01217,basic,66.4692,0,0
C01218,basic,64.0562,0,0
C01219,plus,23.8188,3,1
C01220,basic,25.466,1,0
C01221,plus,26.8297,1,0
C01222,basic,41.7808,0,0
C01223,basic,41.8836,0,0
C01224,plus,97.7678,3,0
C01225,basic,18.8788,0,0
C01226,plus,42.909,1,1
C01227,basic,81.7294,0,0
C01228,plus,36.6587,2,0
C01229,plus,16.5956,2,0
C01230,plus,23.5031,2,0
C01231,basic,50.6534,0,0
C01232,basic,61.3407,3,0
C01233,basic,33.9101,1,0
C01234,plus,25.6329,0,0
C01235,basic,31.8586,3,0
C01236,basic,9.1538,0,0
C01237,basic,9.9017,2,0
C01238,plus,55.094,0,0
C01239,basic,33.821,0,0
C01240,plus,82.5232,0,0
C01241,plus,24.6628,0,0
C01242,premium,108.1191,1,1
C01243,plus,21.0855,2,0
C01244,premium,29.0636,2,0
C01245,plus,53.4736,0,1
C01246,plus,8.8003,2,0
C01247,plus,53.5158,2,0
C01248,basic,62.3002,0,1
C01249,premium,32.3169,0,0
C01250,basic,24.7014,1,0
C01251,basic,14.8098,0,0
C01252,basic,72.806,0,0
C01253,basic,16.2823,1,0
C01254,basic,90.1522,1,0
C01255,basic,40.69,2,0
C01256,plus,46.0244,2,0
C01257,basic,31.0495,1,0
C01258,plus,71.377,2,1
C01259,plus,14.9599,1,0
C01260,basic,27.9948,1,0
C01261,basic,28.5381,1,1
C01262,premium,79.5723,3,0
C01263,plus,65.8456,2,0
C01264,plus,18.2481,1,0
C01265,plus,32.8874,1,0
C01266,plus,16.1554,3,0
C01267,plus,50.7573,1,0
C01268,plus,16.7762,2,0
C01269,basic,28.1349,0,1
C01270,plus,48.4551,1,0
C01271,basic,121.4361,0,1
C01272,basic,18.022,2,0
C01273,plus,21.137,1,0
C01274,plus,12.6421,2,1
C01275,basic,41.9135,3,0
C01276,basic,52.2231,0,0
C01277,basic,24.5833,2,1
C01278,plus,31.357,0,0
C01279,basic,20.9503,0,1
C01280,plus,31.7309,4,0
C01281,plus,141.1868,1,1
C01282,premium,9.801,2,1
C01283,premium,76.4362,1,0
C01284,basic,31.966,1,0
C01285,premium,82.0779,1,0
C01286,plus,24.8931,0,0
C01287,premium,40.3073,0,1
C01288,premium,106.4016,0,1
C01289,basic,29.4466,1,0
C01290,plus,65.0305,1,0
C01291,basic,33.9204,0,0
C01292,basic,36.5948,1,1
C01293,basic,75.0798,0,1
C01294,plus,28.3199,1,0
C01295,premium,40.6114,1,0
C01296,basic,26.4904,1,0
C01297,basic,48.5072,0,0
C01298,basic,56.5053,1,0
C01299,basic,75.7727,2,0
C01300,plus,34.3701,2,0
C01301,premium,75.8915,1,0
C01302,basic,27.8022,0,0
C01303,basic,40.5416,0,1
C01304,basic,23.365,1,1
C01305,basic,22.0517,0,0
C01306,basic,100.9848,1,1
C01307,basic,41.2147,1,0
C01308,premium,108.1229,1,1
C01309,plus,42.5491,1,0
C01310,basic,11.1256,1,1
C01311,basic,38.1604,0,0
C01312,plus,18.1608,1,0
C01313,premium,86.1823,2,0
C01314,basic,34.1845,1,0
C01315,basic,15.6497,1,0
C01316,premium,64.5741,1,1
C01317,plus,18.2397,5,0
C01318,basic,69.7025,0,0
C01319,basic,34.0554,1,1
C01320,premium,29.8845,3,0
C01321,basic,44.3179,0,0
C01322,premium,28.2376,0,0
C01323,premium,30.7472,1,0
C01324,basic,16.8855,1,0
C01325,plus,10.4568,0,0
C01326,premium,42.9906,2,0
C01327,basic,53.5082,0,0
C01328,basic,6.3022,1,0
C01329,basic,39.3607,0,0
C01330,basic,30.3594,2,1
C01331,basic,12.4529,1,0
C01332,basic,68.6553,1,0
C01333,basic,54.3095,0,0
C01334,plus,17.2032,1,0
C01335,plus,52.9181,1,0
C01336,basic,37.925,0,0
C01337,premium,49.1505,2,0
C01338,basic,30.7714,0,0
C01339,basic,22.1551,0,0
C01340,plus,16.4665,0,0
C01341,premium,169.9529,3,1
C01342,basic,16.8825,0,0
C01343,basic,38.7993,0,0
C01344,premium,64.7861,2,0
C01345,basic,93.5507,0,1
C01346,premium,22.3639,2,0
C01347,plus,48.0097,0,1
C01348,basic,25.0752,0,0
C01349,premium,36.5527,2,1
C01350,premium,63.5503,5,0
C01351,basic,25.4882,1,0
C01352,basic,26.8614,1,0
C01353,premium,68.6059,3,0
C01354,premium,24.892,1,0
C01355,plus,21.3092,4,0
C01356,plus,29.8855,3,1
C01357,basic,28.4545,1,0
C01358,basic,13.3099,2,0
C01359,plus,85.4793,3,0
C01360,plus,47.828,0,0
C01361,premium,132.1139,1,0
C01362,plus,92.0838,1,0
C01363,basic,38.242,1,0
C01364,basic,14.0712,1,0
C01365,basic,13.6094,1,0
C01366,basic,70.4198,1,0
C01367,plus,29.3901,3,1
C01368,basic,14.4718,0,0
C01369,basic,38.0387,1,0
C01370,basic,56.9034,2,0
C01371,basic,92.2245,2,1
C01372,basic,23.7606,1,0
C01373,basic,23.7907,0,0
C01374,basic,29.0397,1,1
C01375,basic,64.5428,0,0
C01376,basic,55.1967,0,0
C01377,plus,35.3986,0,0
C01378,plus,54.6044,2,1
C01379,plus,20.805,3,0
C01380,premium,22.2434,0,0
C01381,plus,14.7961,1,0
C01382,plus,59.3191,1,0
C01383,plus,40.7611,1,1
C01384,plus,57.3321,0,1
C01385,plus,39.3328,0,0
C01386,premium,47.0056,0,1
C01387,basic,43.9799,1,0
C01388,plus,86.3705,1,0
C01389,plus,24.5351,1,0
C01390,basic,25.697,0,0
C01391,plus,24.1225,2,0
C01392,plus,33.275,0,1
C01393,premium,28.7491,4,0
C01394,plus,41.673,1,1
C01395,basic,31.5907,3,0
C01396,basic,11.9485,1,0
C01397,premium,54.5925,1,1
C01398,basic,86.3918,0,1
C01399,plus,24.92,0,1
C01400,basic,52.077,1,0
C01401,basic,37.4503,2,0
C01402,basic,15.9623,1,0
C01403,plus,62.6313,3,0
C01404,plus,12.8661,0,0
C01405,basic,65.9357,1,0
C01406,basic,26.727,1,0
C01407,plus,30.3495,1,0
C01408,premium,36.8641,3,0
C01409,basic,40.4436,0,1
C01410,premium,29.5978,2,0
C01411,premium,131.7774,0,1
C01412,plus,42.7778,1,0
C01413,basic,17.3654,3,0
C01414,basic,52.0011,1,0
C01415,premium,17.976,0,0
C01416,plus,43.7326,1,0
C01417,plus,33.7918,3,0
C01418,basic,33.7865,0,0
C01419,basic,30.8222,1,0
C01420,basic,19.9553,0,0
C01421,basic,16.5214,2,0
C01422,plus,27.1109,3,0
C01423,basic,25.3867,0,0
C01424,basic,16.9594,1,0
C01425,plus,124.3478,1,1
C01426,plus,21.3398,3,0
C01427,plus,33.6479,1,0
C01428,plus,31.8832,1,0
C01429,plus,26.1615,0,1
C01430,basic,13.5189,0,0
C01431,plus,39.4939,0,1
C01432,premium,30.2717,1,1
C01433,plus,55.8377,2,0
C01434,plus,29.1622,3,0
C01435,basic,94.2123,0,1
C01436,plus,29.0952,1,0
C01437,basic,27.2443,1,0
C01438,plus,97.6735,2,1
C01439,plus,44.6338,2,0
C01440,plus,38.4834,0,1
C01441,basic,34.3039,2,0
C01442,basic,63.285,0,0
C01443,plus,51.0726,1,0
C01444,basic,89.3573,0,0
C01445,basic,22.015,1,0
C01446,basic,4.7616,0,0
C01447,basic,24.7386,0,0
C01448,basic,33.42,0,0
C01449,plus,47.132,2,0
C01450,basic,66.3536,2,1
C01451,plus,68.9352,2,1
C01452,basic,75.6324,1,0
C01453,plus,21.0199,2,0
C01454,plus,28.9903,1,1
C01455,basic,26.6952,0,1
C01456,plus,14.4862,0,0
C01457,basic,16.6577,1,0
C01458,basic,57.4519,0,1
C01459,basic,63.2288,1,0
C01460,basic,22.0269,1,0
C01461,premium,32.261,3,0
C01462,basic,11.2567,1,0
C01463,plus,39.7348,0,1
C01464,plus,16.0865,0,0
C01465,premium,51.9067,3,0
C01466,basic,41.4125,0,0
C01467,basic,82.9763,4,0
C01468,basic,81.618,1,0
C01469,plus,29.6848,1,0
C01470,basic,37.0574,1,0
C01471,plus,4.5785,1,0
C01472,basic,11.4753,2,0
C01473,plus,48.0548,2,0
C01474,plus,45.5914,1,1
C01475,basic,73.2237,0,0
C01476,premium,79.2696,3,1
C01477,plus,43.5124,2,1
C01478,plus,81.8237,4,1
C01479,basic,70.6629,0,0
C01480,plus,14.9089,0,1
C01481,plus,28.0738,1,0
C01482,plus,22.4016,3,0
C01483,basic,24.0163,2,0
C01484,basic,33.8154,1,1
C01485,basic,31.6411,1,1
C01486,basic,94.9234,2,0
C01487,basic,20.9041,3,0
C01488,basic,81.1377,0,0
C01489,premium,101.8467,5,1
C01490,basic,36.427,0,0
C01491,basic,10.1539,0,0
C01492,basic,9.0504,1,0
C01493,basic,44.0739,2,0
C01494,basic,41.4661,0,0
C01495,basic,20.2301,1,0
C01496,plus,32.5286,1,0
C01497,plus,51.5371,2,0
C01498,premium,21.3625,1,0
C01499,basic,14.7763,1,0
C01500,basic,12.6409,1,0
C01501,premium,38.0549,1,0
C01502,basic,7.6115,1,1
C01503,basic,29.7223,3,1
C01504,plus,57.6056,1,0
C01505,plus,13.8371,1,0
C01506,plus,40.8849,2,0
C01507,basic,24.886,1,0
C01508,plus,41.1556,1,1
C01509,plus,34.6109,3,1
C01510,plus,151.0078,2,1
C01511,basic,100.0556,0,0
C01512,plus,13.7297,0,0
C01513,basic,28.8277,0,1
C01514,basic,10.0819,1,1
C01515,basic,52.2487,0,1
C01516,basic,100.2717,3,0
C01517,premium,28.0698,1,0
C01518,basic,12.3172,1,0
C01519,basic,11.35,0,0
C01520,basic,11.0165,0,0
C01521,plus,20.4441,2,0
C01522,basic,48.4393,0,0
C01523,basic,48.2358,1,0
C01524,basic,21.6693,0,1
C01525,basic,31.6169,2,0
C01526,basic,43.6719,2,1
C01527,basic,21.5837,0,0
C01528,basic,16.9911,4,0
C01529,basic,12.648,0,0
C01530,basic,23.9353,1,0
C01531,basic,24.0707,0,0
C01532,premium,67.7463,1,0
C01533,basic,61.7664,0,0
C01534,basic,89.3142,2,0
C01535,basic,26.2004,0,0
C01536,basic,29.2941,0,0
C01537,basic,111.071,2,0
C01538,basic,17.072,0,0
C01539,basic,19.4328,3,0
C01540,premium,43.7654,0,0
C01541,basic,36.2708,2,0
C01542,plus,44.427,0,0
C01543,plus,120.8928,1,1
C01544,basic,13.1293,1,0
C01545,premium,26.925,2,0
C01546,basic,25.9106,1,0
C01547,basic,13.2792,1,1
C01548,basic,59.4603,3,0
C01549,premium,62.1379,2,1
C01550,basic,39.748,0,0
C01551,plus,174.522,2,1
C01552,basic,10.9849,0,0
C01553,premium,26.603,1,0
C01554,basic,41.5285,1,0
C01555,plus,10.0883,2,1
C01556,plus,44.7139,1,0
C01557,basic,17.3123,1,0
C01558,premium,30.1812,1,0
C01559,premium,151.7418,3,1
C01560,basic,15.7479,1,0
C01561,plus,17.6871,3,0
C01562,plus,36.3388,1,0
C01563,basic,21.2831,1,0
C01564,premium,26.6906,1,0
C01565,basic,16.0579,2,0
C01566,basic,40.1687,1,0
C01567,basic,28.326,3,0
C01568,premium,10.2695,4,0
C01569,basic,15.9022,2,0
C01570,plus,70.5014,1,0
C01571,basic,33.8845,1,1
C01572,basic,47.5613,1,0
C01573,basic,53.8431,0,0
C01574,basic,23.5695,0,0
C01575,basic,19.8246,1,0
C01576,basic,20.1274,0,0
C01577,plus,25.4267,1,1
C01578,basic,22.697,0,0
C01579,basic,36.6199,0,0
C01580,basic,9.5663,0,1
C01581,basic,31.7813,0,0
C01582,premium,65.0552,1,1
C01583,basic,54.3255,0,0
C01584,premium,91.6469,2,1
C01585,basic,20.0476,0,0
C01586,basic,15.7182,0,0
C01587,premium,41.5072,3,0
C01588,basic,12.1401,0,0
C01589,plus,159.3378,2,1
C01590,basic,23.5706,1,0
C01591,basic,33.303,0,1
C01592,premium,52.34,2,0
C01593,premium,24.3789,1,0
C01594,basic,60.1688,1,0
C01595,plus,63.773,1,0
C01596,premium,22.9786,1,0
C01597,basic,50.1574,1,1
C01598,basic,29.9477,1,0
C01599,basic,17.8247,0,0
C01600,premium,22.625,1,0
C01601,basic,15.6758,0,0
C01602,basic,19.7194,2,0
C01603,basic,22.6253,0,0
C01604,plus,97.5227,0,0
C01605,plus,23.7306,1,1
C01606,basic,28.1228,1,0
C01607,basic,28.6932,0,0
C01608,basic,25.4584,1,0
C01609,basic,20.7587,2,1
C01610,basic,43.1298,0,0
C01611,plus,57.3044,0,0
C01612,plus,48.4264,2,0
C01613,basic,32.3487,0,0
C01614,plus,50.2952,2,1
C01615,basic,67.1747,1,0
C01616,basic,18.1841,2,0
C01617,basic,35.8843,0,1
C01618,plus,67.7357,1,0
C01619,plus,16.3566,0,0
C01620,basic,50.0731,2,0
C01621,plus,54.3836,1,1
C01622,basic,23.2099,1,0
C01623,basic,43.6412,1,0
C01624,basic,29.7817,0,0
C01625,basic,89.2077,0,0
C01626,basic,21.642,1,0
C01627,basic,18.8175,1,0
C01628,basic,45.9676,1,0
C01629,basic,32.9753,2,0
C01630,basic,16.6709,1,0
C01631,plus,30.4293,1,0
C01632,basic,18.0252,0,0
C01633,basic,31.3477,1,0
C01634,basic,13.4912,0,0
C01635,basic,26.7624,1,0
C01636,basic,58.4955,0,0
C01637,premium,73.5977,2,0
C01638,basic,40.8138,0,0
C01639,basic,87.8684,0,1
C01640,plus,26.0894,0,0
C01641,plus,23.3882,1,0
C01642,basic,62.9248,2,0
C01643,basic,18.5838,1,1
C01644,basic,25.2985,0,1
C01645,basic,31.9064,7,0
C01646,premium,31.7215,1,0
C01647,plus,30.9115,0,0
C01648,basic,19.5681,1,0
C01649,basic,117.143,3,1
C01650,plus,74.0184,3,0
C01651,plus,39.917,3,0
C01652,plus,49.4737,3,0
C01653,basic,18.7757,2,0
C01654,basic,26.8026,1,0
C01655,plus,39.1513,1,0
C01656,basic,48.5903,1,0
C01657,basic,40.3871,2,0
C01658,plus,24.0476,0,0
C01659,basic,56.3785,0,0
C01660,plus,45.2419,1,0
C01661,basic,31.6626,0,1
C01662,basic,28.6997,0,0
C01663,basic,38.3541,1,0
C01664,basic,13.4718,3,0
C01665,premium,84.1209,2,1
C01666,plus,24.7994,0,0
C01667,basic,8.8264,0,1
C01668,plus,35.6811,2,0
C01669,premium,40.263,0,0
C01670,premium,41.9257,3,0
C01671,premium,42.5601,0,1
C01672,basic,26.2385,2,0
C01673,plus,18.4275,0,0
C01674,plus,14.4254,0,0
C01675,plus,33.8045,1,0
C01676,plus,13.4128,1,0
C01677,basic,31.1419,1,0
C01678,basic,17.2974,0,0
C01679,basic,39.8513,1,0
C01680,plus,83.3864,4,1
C01681,basic,21.2321,0,0
C01682,plus,46.3568,1,1
C01683,premium,89.9119,1,1
C01684,basic,17.1849,0,0
C01685,basic,36.2428,2,1
C01686,plus,34.0041,0,0
C01687,premium,19.58,1,0
C01688,premium,33.0992,3,1
C01689,plus,9.971,1,0
C01690,basic,5.8702,0,1
C01691,basic,32.8028,0,1
C01692,plus,34.418,1,0
C01693,basic,53.7164,1,0
C01694,basic,17.1105,0,0
C01695,plus,11.0418,1,0
C01696,plus,58.6277,0,0
C01697,basic,17.7307,2,0
C01698,plus,75.3658,0,0
C01699,basic,32.6575,1,0
C01700,plus,43.9236,0,0
C01701,premium,131.345,1,1
C01702,plus,27.7511,1,1
C01703,basic,80.0675,1,0
C01704,basic,26.2786,0,0
C01705,plus,75.4227,1,0
C01706,premium,28.2253,0,1
C01707,basic,40.537,0,0
C01708,basic,24.9126,1,0
C01709,basic,33.1294,2,0
C01710,premium,42.9474,1,0
C01711,basic,56.8932,2,0
C01712,premium,22.0337,1,0
C01713,plus,32.1447,2,0
C01714,premium,42.1985,0,0
C01715,basic,33.0803,1,0
C01716,basic,10.5688,0,0
C01717,plus,68.3839,2,1
C01718,basic,34.4857,2,0
C01719,basic,7.4133,1,0
C01720,basic,30.4599,1,0
C01721,plus,32.7905,0,0
C01722,plus,10.4032,0,0
C01723,plus,25.2773,0,0
C01724,basic,42.3789,0,0
C01725,basic,17.3604,1,0
C01726,basic,41.093,1,0
C01727,premium,72.453,0,1
C01728,plus,34.4809,0,0
C01729,basic,45.5795,0,1
C01730,premium,65.974,1,0
C01731,plus,62.3129,1,0
C01732,plus,75.9864,0,0
C01733,basic,20.6712,2,0
C01734,premium,71.3984,1,1
C01735,premium,80.1712,1,0
C01736,basic,72.9524,0,1
C01737,premium,57.1158,0,1
C01738,premium,47.5705,0,0
C01739,plus,18.5845,3,0
C01740,basic,37.3663,1,0
C01741,basic,12.9351,0,0
C01742,basic,10.8463,1,0
C01743,basic,19.3802,0,0
C01744,basic,15.8739,0,0
C01745,basic,57.8715,0,0
C01746,basic,42.5743,2,0
C01747,premium,57.2696,0,1
C01748,basic,29.5615,3,0
C01749,basic,22.4972,1,0
C01750,plus,51.0061,3,0
C01751,premium,56.1685,4,0
C01752,plus,26.4501,2,0
C01753,plus,39.853,0,0
C01754,plus,64.7451,0,1
C01755,premium,73.5748,0,1
